Restrição de Atendimento;Nome;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Tipo;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude;Lat tratada;Long tratada;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO GERACAO RESULTADOS;50028758;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA JOSE BARNABE DE MESQUITA, 258 VILA DUQUE DE CAXIAS. 79100-200 Campo Grande - MS.;(67) 33622134;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-204.611.082;-546.458.971;-204.611.082;-546.458.971;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;FACULDADE DE TECNOLOGIA SENAI CAMPO GRANDE;50028782;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ENGENHEIRO ROBERTO MANGE, 194 AMAMBAI. 79005-420 Campo Grande - MS.;(67) 33129400;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Profissional;;-2.046.632.017;-5.462.540.273;-2.046.632.017;-5.462.540.273;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO LICEU - UNID II;50028820;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA BARAO DE LADARIO, 279 PREDIO. VILA SOBRINHO. 79110-040 Campo Grande - MS.;(67) 33619120;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-204.561.166;-546.382.494;-204.561.166;-546.382.494;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INTEGRADA EIRELI;50028847;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA DOUTOR MICHEL SCAFF, 114 CHACARA CACHOEIRA. 79040-860 Campo Grande - MS.;(67) 33268031;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-204.611;-5.458.361;-204.611;-5.458.361;;;;
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;ESCOLA INTEGRADA HORIZONTE;50028855;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;TRAVESSA FILOMENA ALEXANDRE GONCALVES, 177 LAR DO TRABALHADOR. SOBRINHO. 79110-510 Campo Grande - MS.;(67) 991329920;Privada;Filantrópica;Sim;Sim;Até 50 matrículas de escolarização;Ensino Fundamental, Educação de Jovens Adultos;Atividade Complementar;-204.505.431;-546.467.904;-204.505.431;-546.467.904;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA DE EDUCACAO INFANTIL SOSSEGO DA MAMAE;50028871;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ABRAO JULIO RAHE, 545 CENTRO. 79010-010 Campo Grande - MS.;(67) 33847909;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-204.531.029;-546.087.398;-204.531.029;-546.087.398;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE PROFª CLARINDA MENDES DE AQUINO;50028880;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;AVENIDA MURILO ROLIM JUNIOR, 200 JARDIM PETROPOLIS. 79102-100 Campo Grande - MS.;(67) 33638499;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado, Atividade Complementar;-204.547.955;-546.691.496;-204.547.955;-546.691.496;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO NOVA DIMENSAO SS LTDA;50028987;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ANA LUIZA DE SOUZA, 1390 PIONEIROS. 79070-140 Campo Grande - MS.;(67) 33137068;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-205.188.143;-54.617.027;-205.188.143;-54.617.027;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PASCOALA VERA RIOS;50029061;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA ANTONIO DE CASTILHO, 253 IRACY COELHO NETTO. 79074-310 Campo Grande - MS.;(67) 20204267;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-2.053.451.818;-5.464.506.587;-2.053.451.818;-5.464.506.587;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI JOANA MENDES DOS SANTOS;50029088;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA DARIO ANHAIA FILHO, PARQUE DO SOL. 79075-060 Campo Grande - MS.;(67) 20204233;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-2.055.038.303;-5.465.259.399;-2.055.038.303;-5.465.259.399;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI JARDIM CARIOCA;50029096;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;AVENIDA 7, 1546 JARDIM CARIOCA. 79104-710 Campo Grande - MS.;(67) 20204231;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-204.687.547;-547.065.915;-204.687.547;-547.065.915;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI ENGENHEIRO VALDEMIR CORREA DE RESENDE;50029100;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA CATIGUA, 620 JARDIM CANGURU. 79072-269 Campo Grande - MS.;(67) 20204222;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-2.054.027.959;-5.460.801.744;-2.054.027.959;-5.460.801.744;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFª ARLENE MARQUES ALMEIDA;50029118;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA CATIGUA, 694 JARDIM CANGURU. 79072-269 Campo Grande - MS.;(67) 20204125;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atendimento Educacional Especializado, Atividade Complementar;-205.413.168;-546.083.403;-205.413.168;-546.083.403;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE ENSINO IMPACTO SS LTDA - ME;50029258;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA DAS GARCAS, 1776 VILA SUICA. 79020-180 Campo Grande - MS.;(67) 30255585;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Médio;;-2.045.009;-5.459.645;-2.045.009;-5.459.645;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO CBA ABC;50029266;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ANTONIO CORREA, JARDIM PAULISTA. 79050-210 Campo Grande - MS.;(67) 30423802;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-2.048.652;-5.460.794;-2.048.652;-5.460.794;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE POLO PROFª REGINA LUCIA ANFFE NUNES BETINE;50029371;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA TREZE DE MAIO, 1090 4º ANDAR. CENTRO. 79004-420 Campo Grande - MS.;(67) 33572300;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação de Jovens Adultos;Atividade Complementar;-204.754.208;-546.133.036;-204.754.208;-546.133.036;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PROF VALDOMIRO ALVES GONCALVES;50029380;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA MOCAMBIQUE, 373 QUADRA 29 A. JARDIM CENTENARIO. 79076-020 Campo Grande - MS.;(67) 20204275;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-205.362.824;-5.465.128.792;-205.362.824;-5.465.128.792;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI CLOTILDE CHAIA;50029398;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA ARACAJU, 754 JARDIM IMA. 79102-030 Campo Grande - MS.;(67) 20204214;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-2.045.019.837;-5.465.983.837;-2.045.019.837;-5.465.983.837;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI TIA EVA;50029584;MS;Campo Grande;Urbana;Área remanescente de quilombos;Pública;RUA CIRO NANTES DA SILVEIRA, 228 JARDIM SEMINARIO. 79118-400 Campo Grande - MS.;(67) 20204293;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-204.251.872;-546.157.538;-204.251.872;-546.157.538;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO VIDA FELIZ;50029657;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA RONALD DE CARVALHO, 275 NUCLEO HABITACIONAL UNIVERSITARIAS. 79071-375 Campo Grande - MS.;(67) 33881801;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-205.338.522;-546.151.935;-205.338.522;-546.151.935;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO VIDA E LUZ;50029673;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA DA PRAIA, 1366 COOPHAVILA II. 79097-070 Campo Grande - MS.;(67) 33732370;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-2.053.983;-5.466.493;-2.053.983;-5.466.493;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE POLO FRANCISCO CANDIDO DE REZENDE;50029827;MS;Campo Grande;Rural;A escola não está em área de localização diferenciada;Pública;RUA GUIMARAES ROSA, 2056 DISTRITO DE ANHANDUI. 79125-000 Campo Grande - MS.;(67) 32271272;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Médio;;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA BATISTA ERILASIO NOGUEIRA;50029940;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA FLORIANOPOLIS, 765 JARDIM IMA. 79102-220 Campo Grande - MS.;(67) 33634393;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;;-204.544;-5.466.598;-204.544;-5.466.598;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;NOTA 10 - UNIDADE GARCAS;50030116;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PADRE JOAO CRIPPA, 2371 MONTE CASTELO. 79010-180 Campo Grande - MS.;(67) 33045132;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-2.045.211.312;-5.461.144.221;-2.045.211.312;-5.461.144.221;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI JOSE RAMAO CANTERO;50030221;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA PALMEIRAIS, 102 JARDIM FUTURISTA. 79034-500 Campo Grande - MS.;(67) 20204237;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-2.043.000.431;-5.456.058.299;-2.043.000.431;-5.456.058.299;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI SONIA HELENA BALDO BERNARDO DOS SANTOS;50030230;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA TRES PODERES, S/N JARDIM PANORAMA. 79044-681 Campo Grande - MS.;(67) 20204292;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-204.716.004;-545.435.017;-204.716.004;-545.435.017;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PROF LAURA RODRIGUES DE OLIVEIRA;50030248;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA ARACY PEREIRA DE MATOS, 50 JARDIM MOEMA. 79063-280 Campo Grande - MS.;(67) 20204281;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-2.052.509.723;-5.458.205.555;-2.052.509.723;-5.458.205.555;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO PROFISSIONAL EZEQUIEL FERREIRA LIMA;50030272;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA ANTONIO DA SILVA VENDAS, 115 JARDIM BELA VISTA. 79003-250 Campo Grande - MS.;(67) 33579000;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Médio, Educação Profissional;;-204.734.879;-545.908.051;-204.734.879;-545.908.051;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA SALESIANA SAO DOMINGOS SAVIO;50030310;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MARECHAL CAMARA, 1498, BAIRRO SEMINARIO. 79118-521 Campo Grande - MS.;(67) 981533926;Privada;Filantrópica;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-20.410.323;-546.165.207;-20.410.323;-546.165.207;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO DE ENSINO MEDIO NOVA GERACAO;50030469;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ALBERT SABIN, 875 VILA TAVEIRPOLIS. 79090-160 Campo Grande - MS.;(67) 33311591;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;-2.047.561;-5.464.475;-2.047.561;-5.464.475;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEC-COLEGIO EVANGELICO CAMPO-GRANDENSE;50030485;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA MATO GROSSO, 1123 CENTRO. 79002-231 Campo Grande - MS.;(67) 33833961;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-2.045.448;-5.460.952;-2.045.448;-5.460.952;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO BIONATUS;50030582;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA RIO GRANDE DO SUL, 1000 JARDIM DOS ESTADOS. 79020-010 Campo Grande - MS.;(67) 33218196;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-2.045.529;-5.460.044;-2.045.529;-5.460.044;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;LAR CRECHE NOSSA SENHORA DO PERPETUO SOCORRO;50030604;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA VILLA LOBOS, 275 CAICARA. 79090-221 Campo Grande - MS.;(67) 30423591;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-204.816.136;-546.524.485;-204.816.136;-546.524.485;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI MARTA GUARANI;50030671;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA DOS AMIGOS, 1305 JARDIM ANACHE. 79017-220 Campo Grande - MS.;(67) 20204253;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-2.037.696.278;-5.457.600.358;-2.037.696.278;-5.457.600.358;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA DESPERTAR;50030787;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA AMAZONAS, 1355 MONTE CASTELO. 79002-280 Campo Grande - MS.;(67) 30277300;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-204.468.124;-546.026.757;-204.468.124;-546.026.757;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA BETANIA;50030981;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA HAROLDO PEREIRA, 709 NOVA LIMA. 79017-065 Campo Grande - MS.;(67) 33550111;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-203.895.712;-54.563.959;-203.895.712;-54.563.959;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFESSOR JOSE DE SOUZA;50031031;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA DAS CAMELIAS, S/N NUCLEO HABITACIONAL BURITI. 79091-020 Campo Grande - MS.;(67) 20204099;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atendimento Educacional Especializado, Atividade Complementar;-204.862.111;-546.619.633;-204.862.111;-546.619.633;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFESSOR ARASSUAY GOMES DE CASTRO;50031040;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA SAO VICENTE DE PAULA, 654 VILA MIGUEL COUTO. 79040-240 Campo Grande - MS.;(67) 20204087;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atendimento Educacional Especializado, Atividade Complementar;-20.469.528;-545.864.619;-20.469.528;-545.864.619;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM NERONE MAIOLINO;50031058;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA MARAU, S/Nº JARDIM VIDA NOVA II. 79017-795 Campo Grande - MS.;(67) 20204069;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos;Atendimento Educacional Especializado, Atividade Complementar;-2.038.072.187;-5.456.875.836;-2.038.072.187;-5.456.875.836;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO CLASSE A;50031163;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA AMAZONAS, 785 MONTE CASTELO. 79010-060 Campo Grande - MS.;(67) 33269421;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-204.475.837;-546.110.895;-204.475.837;-546.110.895;;;;
ESCOLA EXCLUSIVA DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO;CENTRO DE CAPACITACAO DE PROFISSIONAIS DA EDUCACAO E DE ATENDIMENTO AS PESSOAS COM SURDEZ - CAS;50031287;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA ANTONIO DA SILVA VENDAS, 185 JARDIM BELA VISTA. 79003-250 Campo Grande - MS.;(67) 33141273;Estadual;Não Informado;Não;Sim;Escola sem matrícula de escolarização;;Atendimento Educacional Especializado;-204.736.311;-545.905.512;-204.736.311;-545.905.512;;;;
ESCOLA EXCLUSIVA DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO;CENTRO ESTADUAL DE EDUCACAO ESPECIAL E INCLUSIVA;50031295;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA JOAQUIM MURTINHO, 2612 ITANHANGA PARK. 79090-000 Campo Grande - MS.;(67) 33141267;Estadual;Não Informado;Não;Sim;Escola sem matrícula de escolarização;;Atendimento Educacional Especializado;-204.666.806;-546.374.111;-204.666.806;-546.374.111;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM CELINA MARTINS JALLAD;50031422;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA HELLAINE DE MOURA CASTRO, 314 RESIDENCIAL OITI. 79044-184 Campo Grande - MS.;(67) 20204008;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado, Atividade Complementar;-204.750.921;-545.433.414;-204.750.921;-545.433.414;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEIAN- ANANDAMOYI;50031465;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA INDIANAPOLIS, 1790 JARDIM NOROESTE. 79045-120 Campo Grande - MS.;(67) 984719056;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-2.046.114;-54.534;-2.046.114;-54.534;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI MICHELI REGINA LOCATELLI;50031503;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;AVENIDA ENGENHEIRO LUTHERO LOPES, 600 BAIRRO AERO RANCHO. 79084-180 Campo Grande - MS.;(67) 20204257;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-2.051.514.789;-546.426.518;-2.051.514.789;-546.426.518;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;NOTA 10 INTERNACIONAL - UNIDADE GENERAL OSORIO;50031783;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA SAO PAULO, 1060 VILA ROSA. 79010-050 Campo Grande - MS.;(67) 30255861;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;;-2.044.777;-5.460.389;-2.044.777;-5.460.389;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI MARIA DULCE PRATA CANCADO;50032003;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA PANAMA, 621 JARDIM NOROESTE. 79045-282 Campo Grande - MS.;(67) 20204250;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-2.046.090.944;-5.453.114.038;-2.046.090.944;-5.453.114.038;;;;
